################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.1277530580681364E-01 a      1555     1     5     2    25
  3.6285144690936369E-02 a      1556     1     5     2    26
 -3.6103129920315663E-01 a      1557     1     5     2    27
  6.7011968539328948E-02 a      1558     1     5     2    28
  9.1545210432746182E-01 a      1559     1     5     2    29
 -2.7961405933998218E-01 a      1560     1     5     2    30
 -2.8832535069598675E-01 a      1561     1     6     2     1
  6.7433207863115452E-01 a      1562     1     6     2     2
 -2.3188814272474786E-01 a      1563     1     6     2     3
 -1.9937144659832221E-02 a      1564     1     6     2     4
  2.7820302156322703E-02 a      1565     1     6     2     5
 -2.5821809669009353E-02 a      1566     1     6     2     6
 -2.5662526521256035E-01 a      1567     1     6     2     7
 -1.3900936382182266E-01 a      1568     1     6     2     8
 -5.0350123402425462E-01 a      1569     1     6     2     9
  3.3198722459124780E-01 a      1570     1     6     2    10
  7.7832007765039013E-01 a      1571     1     6     2    11
 -3.9188685766889786E-01 a      1572     1     6     2    12
 -1.3880306867489600E+00 a      1573     1     6     2    13
 -2.0486671963602957E-01 a      1574     1     6     2    14
  3.8247022679901529E-02 a      1575     1     6     2    15
 -2.4877938398767382E-01 a      1576     1     6     2    16
 -2.9218606753230836E-01 a      1577     1     6     2    17
 -5.0678824809616607E-01 a      1578     1     6     2    18
 -6.4152524350581230E-01 a      1579     1     6     2    19
  1.1904358916098265E-01 a      1580     1     6     2    20
  1.8133953519151602E-01 a      1581     1     6     2    21
  7.9318232195436389E-01 a      1582     1     6     2    22
 -4.2978979609097379E-01 a      1583     1     6     2    23
  1.7091278988089542E-01 a      1584     1     6     2    24
  1.9736478891367557E-01 a      1585     1     6     2    25
  3.8672675107746757E-01 a      1586     1     6     2    26
 -2.1311023923374733E-01 a      1587     1     6     2    27
  1.9301818203109430E-01 a      1588     1     6     2    28
  2.2165007553594035E-01 a      1589     1     6     2    29
 -2.2909323104953291E-01 a      1590     1     6     2    30
 -2.9569781389986133E-01 a      1591     1     7     2     1
  4.6310319982383408E-01 a      1592     1     7     2     2
  7.0895376969597990E-01 a      1593     1     7     2     3
  3.0235077377826828E-02 a      1594     1     7     2     4
 -1.7759789986535188E-01 a      1595     1     7     2     5
  2.0538861063132277E-01 a      1596     1     7     2     6
  8.1864664655489194E-01 a      1597     1     7     2     7
 -5.9695306601791542E-01 a      1598     1     7     2     8
  1.9561272569778857E-02 a      1599     1     7     2     9
  8.3577989078896270E-02 a      1600     1     7     2    10
  7.4254321476709362E-01 a      1601     1     7     2    11
  1.0571388494510292E+00 a      1602     1     7     2    12
 -5.1053996660319423E-01 a      1603     1     7     2    13
 -5.0671045183102496E-02 a      1604     1     7     2    14
  7.0543150071159277E-01 a      1605     1     7     2    15
  2.1245419779780436E-01 a      1606     1     7     2    16
 -6.6965493090100761E-02 a      1607     1     7     2    17
 -4.3684709759422397E-01 a      1608     1     7     2    18
 -2.7607384709260158E-01 a      1609     1     7     2    19
 -2.9829914371715788E-01 a      1610     1     7     2    20
  2.8821200869892951E-02 a      1611     1     7     2    21
  8.6046568068733023E-02 a      1612     1     7     2    22
 -1.5754936166479711E-01 a      1613     1     7     2    23
  8.9957959150162226E-01 a      1614     1     7     2    24
  1.6037720430539018E-01 a      1615     1     7     2    25
 -3.9809973946543634E-02 a      1616     1     7     2    26
 -6.0858025928828752E-01 a      1617     1     7     2    27
 -6.8968857925989102E-01 a      1618     1     7     2    28
  5.0539266960200990E-01 a      1619     1     7     2    29
 -3.4024011414365771E-02 a      1620     1     7     2    30
  5.5247788205312998E-01 a      1621     1     8     2     1
  2.5355618921227691E-01 a      1622     1     8     2     2
 -1.3812892954445058E-01 a      1623     1     8     2     3
  5.7312608787829944E-01 a      1624     1     8     2     4
  1.7718453993734318E-01 a      1625     1     8     2     5
 -4.9779016525374885E-02 a      1626     1     8     2     6
  1.1034573437153337E+00 a      1627     1     8     2     7
 -7.1652013670895676E-01 a      1628     1     8     2     8
  3.2969540095631183E-01 a      1629     1     8     2     9
  3.0324817554278416E-01 a      1630     1     8     2    10
  7.2097704379638816E-01 a      1631     1     8     2    11
  6.7065593565859993E-01 a      1632     1     8     2    12
  5.3147705105422827E-01 a      1633     1     8     2    13
  7.0072799691082088E-01 a      1634     1     8     2    14
  3.4369606620814330E-01 a      1635     1     8     2    15
 -2.4150114410137993E-01 a      1636     1     8     2    16
 -9.4028016458752217E-01 a      1637     1     8     2    17
 -5.4016332163593261E-01 a      1638     1     8     2    18
  8.2606839334085169E-01 a      1639     1     8     2    19
  2.6617692531990889E-01 a      1640     1     8     2    20
 -2.0811436567769792E-01 a      1641     1     8     2    21
  8.1880233804780475E-02 a      1642     1     8     2    22
 -5.9112936020900411E-02 a      1643     1     8     2    23
 -5.4786229196119007E-01 a      1644     1     8     2    24
  8.0443046988228639E-01 a      1645     1     8     2    25
 -1.5947893118710518E-01 a      1646     1     8     2    26
  3.8995677488129549E-01 a      1647     1     8     2    27
 -6.0278736232686880E-01 a      1648     1     8     2    28
  6.9848160639815388E-02 a      1649     1     8     2    29
  2.8825584920947345E-01 a      1650     1     8     2    30
  2.7615695703062434E-02 a      1651     1     9     2     1
  7.1832109248229870E-01 a      1652     1     9     2     2
 -7.2176206501616991E-02 a      1653     1     9     2     3
  2.9587839474067523E-01 a      1654     1     9     2     4
  1.3981279089909546E-01 a      1655     1     9     2     5
 -3.1119057121719923E-01 a      1656     1     9     2     6
 -5.4315000814697541E-02 a      1657     1     9     2     7
  1.8638666873511200E-01 a      1658     1     9     2     8
 -2.2330801563099517E-01 a      1659     1     9     2     9
  4.1280868220013012E-01 a      1660     1     9     2    10
 -9.0152747110601172E-02 a      1661     1     9     2    11
 -2.3992708805916557E-01 a      1662     1     9     2    12
  7.7244355883421834E-01 a      1663     1     9     2    13
 -4.9988962896008027E-01 a      1664     1     9     2    14
  7.0483510070271160E-01 a      1665     1     9     2    15
  1.7065107380055736E-01 a      1666     1     9     2    16
 -5.3954621751354603E-01 a      1667     1     9     2    17
 -2.6398953968801581E-01 a      1668     1     9     2    18
  5.7529042141917996E-01 a      1669     1     9     2    19
  3.6589066587963798E-01 a      1670     1     9     2    20
 -2.8971509329884948E-01 a      1671     1     9     2    21
 -6.7865402274417432E-03 a      1672     1     9     2    22
 -1.2132411253254957E-01 a      1673     1     9     2    23
  1.7698694035722440E-01 a      1674     1     9     2    24
 -2.0251659562044164E-01 a      1675     1     9     2    25
 -6.1843962632683913E-01 a      1676     1     9     2    26
  8.7459476563250774E-02 a      1677     1     9     2    27
 -1.9020644347103519E-01 a      1678     1     9     2    28
 -7.9712297400019649E-01 a      1679     1     9     2    29
 -5.6303111546916376E-02 a      1680     1     9     2    30
 -3.4601671481825774E-02 a      1681     1    10     2     1
  5.0715238847913346E-02 a      1682     1    10     2     2
 -1.7383080626269126E-01 a      1683     1    10     2     3
  7.3172357200565086E-02 a      1684     1    10     2     4
  1.9431008178145426E-01 a      1685     1    10     2     5
  2.7156902144540235E-01 a      1686     1    10     2     6
  2.5156374999128422E-01 a      1687     1    10     2     7
 -8.9646674414812821E-01 a      1688     1    10     2     8
  7.0973247140965012E-01 a      1689     1    10     2     9
  8.0057679330270803E-01 a      1690     1    10     2    10
  7.7448051136416418E-01 a      1691     1    10     2    11
 -5.4653684886033660E-01 a      1692     1    10     2    12
 -4.6474627870516205E-01 a      1693     1    10     2    13
 -1.2071129966111378E+00 a      1694     1    10     2    14
 -6.1383190472166428E-02 a      1695     1    10     2    15
  5.9870964932609083E-01 a      1696     1    10     2    16
  3.8251114815590820E-01 a      1697     1    10     2    17
  1.0423021018073513E-01 a      1698     1    10     2    18
  1.3083489680511265E-01 a      1699     1    10     2    19
 -1.9801113874934428E-01 a      1700     1    10     2    20
 -5.3326410317076534E-01 a      1701     1    10     2    21
 -1.5086658398558173E+00 a      1702     1    10     2    22
 -1.8179374098809431E-01 a      1703     1    10     2    23
 -5.4746290809664833E-01 a      1704     1    10     2    24
  2.7817039657128095E-01 a      1705     1    10     2    25
  2.3158019758762860E-01 a      1706     1    10     2    26
  6.6085701960711785E-01 a      1707     1    10     2    27
 -4.8623270576682237E-01 a      1708     1    10     2    28
  4.3663256636954376E-02 a      1709     1    10     2    29
 -3.5574828256823471E-01 a      1710     1    10     2    30
 -9.0097014751186189E-01 a      1711     1    11     2     1
 -2.5013464183211320E-01 a      1712     1    11     2     2
 -1.6588453917819990E-01 a      1713     1    11     2     3
 -1.1214714452027240E-01 a      1714     1    11     2     4
 -2.3482079161181643E-01 a      1715     1    11     2     5
  1.0972581609097165E-01 a      1716     1    11     2     6
 -1.5646074331796825E-01 a      1717     1    11     2     7
 -5.3209127127022671E-01 a      1718     1    11     2     8
  3.7261046769714112E-01 a      1719     1    11     2     9
 -6.1199603509000153E-02 a      1720     1    11     2    10
 -6.7818324642317307E-01 a      1721     1    11     2    11
 -9.9711692456100690E-02 a      1722     1    11     2    12
  7.4083876391429204E-01 a      1723     1    11     2    13
  4.2382199095688598E-02 a      1724     1    11     2    14
  2.2003675072173814E-01 a      1725     1    11     2    15
 -3.8020677511162337E-01 a      1726     1    11     2    16
  9.6980302404478871E-02 a      1727     1    11     2    17
  1.3990008906651594E-01 a      1728     1    11     2    18
  2.9847238600082843E-02 a      1729     1    11     2    19
  2.7147614863008107E-01 a      1730     1    11     2    20
 -2.9245680736096413E-01 a      1731     1    11     2    21
  2.5008866952035624E-01 a      1732     1    11     2    22
  1.3966228994392799E-01 a      1733     1    11     2    23
 -6.9977555720242424E-01 a      1734     1    11     2    24
 -2.4044297511720672E-01 a      1735     1    11     2    25
  1.4806693166989229E-01 a      1736     1    11     2    26
  1.8532367767467764E-02 a      1737     1    11     2    27
  3.0055896198698751E-01 a      1738     1    11     2    28
 -5.5985629129133929E-01 a      1739     1    11     2    29
 -2.9688022220166899E-01 a      1740     1    11     2    30
  4.2989683529483647E-01 a      1741     1    12     2     1
  8.4233775340103335E-03 a      1742     1    12     2     2
 -3.2833274397082890E-01 a      1743     1    12     2     3
  4.1087258219197419E-02 a      1744     1    12     2     4
 -6.3737311351539400E-02 a      1745     1    12     2     5
  2.0898310641745788E-01 a      1746     1    12     2     6
  6.5057089077575536E-01 a      1747     1    12     2     7
  3.0585957485798385E-02 a      1748     1    12     2     8
 -1.6631505361734308E-01 a      1749     1    12     2     9
  1.7818506677565550E-02 a      1750     1    12     2    10
  1.6697422998427483E-01 a      1751     1    12     2    11
 -4.1066022097412717E-02 a      1752     1    12     2    12
  8.0422626800269370E-01 a      1753     1    12     2    13
 -1.4841961799153605E-01 a      1754     1    12     2    14
 -2.1617644490161878E-01 a      1755     1    12     2    15
 -1.0716774774180218E+00 a      1756     1    12     2    16
 -7.5425323512361697E-01 a      1757     1    12     2    17
 -6.1975380771662636E-01 a      1758     1    12     2    18
 -1.1684781945393612E-01 a      1759     1    12     2    19
  4.1816037093820552E-01 a      1760     1    12     2    20
  4.4415562489258104E-01 a      1761     1    12     2    21
  3.0544129564431954E-01 a      1762     1    12     2    22
 -2.0988541965360319E-01 a      1763     1    12     2    23
  9.4127630854125940E-02 a      1764     1    12     2    24
  1.6052305611638518E-01 a      1765     1    12     2    25
 -2.3304603467440724E-01 a      1766     1    12     2    26
  5.3468219668648087E-01 a      1767     1    12     2    27
  3.5807865134030753E-01 a      1768     1    12     2    28
  2.8948494783247453E-01 a      1769     1    12     2    29
 -6.0765242257247963E-02 a      1770     1    12     2    30
  6.2500159785927489E-02 a      1771     1    13     2     1
  4.2148673474489629E-01 a      1772     1    13     2     2
  7.4046457195113538E-03 a      1773     1    13     2     3
  4.0172589402110720E-01 a      1774     1    13     2     4
 -5.6005617592718449E-01 a      1775     1    13     2     5
 -2.6348921991548374E-01 a      1776     1    13     2     6
 -2.0499608871871958E-01 a      1777     1    13     2     7
 -1.1455680427656574E-01 a      1778     1    13     2     8
  9.4174454225334062E-02 a      1779     1    13     2     9
  1.7856101711045477E-01 a      1780     1    13     2    10
  5.8830809465142586E-01 a      1781     1    13     2    11
 -3.7137780333723537E-02 a      1782     1    13     2    12
 -5.8724721983593298E-01 a      1783     1    13     2    13
  1.8203075633968269E-01 a      1784     1    13     2    14
  4.7988456665054313E-01 a      1785     1    13     2    15
  8.6688960389294878E-01 a      1786     1    13     2    16
  6.1534102574319771E-01 a      1787     1    13     2    17
  1.1000083639986555E+00 a      1788     1    13     2    18
 -3.6183424673687437E-01 a      1789     1    13     2    19
 -1.1241563161606238E+00 a      1790     1    13     2    20
 -1.8518102243935386E-01 a      1791     1    13     2    21
 -7.1900437185032273E-01 a      1792     1    13     2    22
 -2.6239195668016568E-01 a      1793     1    13     2    23
 -2.6333050853619649E-01 a      1794     1    13     2    24
  8.9299690162804668E-01 a      1795     1    13     2    25
 -1.2642692479454809E-01 a      1796     1    13     2    26
 -6.1495551915393087E-01 a      1797     1    13     2    27
  1.2049773821360416E-01 a      1798     1    13     2    28
  6.9762860630257639E-01 a      1799     1    13     2    29
 -3.0231203568188841E-01 a      1800     1    13     2    30
 -1.0833292230068223E-01 a      1801     1    14     2     1
  1.1777525328501853E-01 a      1802     1    14     2     2
 -1.2797994952607086E-01 a      1803     1    14     2     3
 -1.6639197399907521E-01 a      1804     1    14     2     4
 -1.2811951059663593E-01 a      1805     1    14     2     5
  9.1799185552167567E-02 a      1806     1    14     2     6
  2.6815518027731811E-01 a      1807     1    14     2     7
 -2.1624204493517782E-01 a      1808     1    14     2     8
  2.9015498555728114E-01 a      1809     1    14     2     9
 -1.9340268358287596E-01 a      1810     1    14     2    10
  2.4374404178272835E-01 a      1811     1    14     2    11
  3.4537070584855289E-01 a      1812     1    14     2    12
  1.8793315681903103E-01 a      1813     1    14     2    13
  2.3130700808272087E-01 a      1814     1    14     2    14
 -3.1062742522163584E-02 a      1815     1    14     2    15
  1.8625796438255442E-02 a      1816     1    14     2    16
 -5.2073158399025632E-01 a      1817     1    14     2    17
  6.6829924204177349E-01 a      1818     1    14     2    18
 -1.1618838657721291E-01 a      1819     1    14     2    19
 -5.7077158869750944E-01 a      1820     1    14     2    20
  6.5700470311978454E-01 a      1821     1    14     2    21
  8.4898094621720210E-02 a      1822     1    14     2    22
 -1.6072774441735863E-01 a      1823     1    14     2    23
  1.3507055234506959E-01 a      1824     1    14     2    24
 -7.3253422890721939E-02 a      1825     1    14     2    25
 -1.5329093303940997E-01 a      1826     1    14     2    26
 -4.2904600933853948E-01 a      1827     1    14     2    27
  3.3868814249518334E-02 a      1828     1    14     2    28
 -1.5189551259455095E-02 a      1829     1    14     2    29
 -1.6987250482152036E-01 a      1830     1    14     2    30
 -7.1466103203983433E-01 a      1831     1    15     2     1
 -5.1304691866074691E-02 a      1832     1    15     2     2
  3.8091314208671440E-01 a      1833     1    15     2     3
 -7.1310595679428934E-01 a      1834     1    15     2     4
  5.2641024359784827E-01 a      1835     1    15     2     5
  1.6420157022832083E-01 a      1836     1    15     2     6
 -1.0030637205612829E+00 a      1837     1    15     2     7
  8.1118092018772625E-02 a      1838     1    15     2     8
 -1.0249266613063462E-01 a      1839     1    15     2     9
  3.7119743931736870E-01 a      1840     1    15     2    10
 -4.2123075067090238E-01 a      1841     1    15     2    11
  1.4050140684655921E-01 a      1842     1    15     2    12
  3.0591426813506911E-01 a      1843     1    15     2    13
  7.0426843699961786E-02 a      1844     1    15     2    14
  7.0075384760956416E-01 a      1845     1    15     2    15
 -8.1656746312555595E-01 a      1846     1    15     2    16
  1.5037629596311200E-01 a      1847     1    15     2    17
  8.8953732859699663E-03 a      1848     1    15     2    18
 -3.1618882764095362E-03 a      1849     1    15     2    19
  7.0238068784918262E-01 a      1850     1    15     2    20
 -2.9484648915265160E-01 a      1851     1    15     2    21
 -2.0782582989632700E-01 a      1852     1    15     2    22
  2.8271506493753540E-01 a      1853     1    15     2    23
 -1.1208313216471322E+00 a      1854     1    15     2    24
 -2.7020128598666388E-02 a      1855     1    15     2    25
 -2.6944545694168687E-01 a      1856     1    15     2    26
  2.3876421718925853E-01 a      1857     1    15     2    27
  3.1696890529651529E-02 a      1858     1    15     2    28
 -6.0980075115670374E-01 a      1859     1    15     2    29
 -2.1772419190263412E-01 a      1860     1    15     2    30
  1.5759928811581936E-01 a      1861     1    16     2     1
  3.8166873939459070E-02 a      1862     1    16     2     2
  6.0526097563222181E-01 a      1863     1    16     2     3
  1.3040131908340824E-01 a      1864     1    16     2     4
 -5.7494520053195053E-01 a      1865     1    16     2     5
 -2.4198714282599840E-01 a      1866     1    16     2     6
  6.2611823151050361E-01 a      1867     1    16     2     7
 -1.3660031998484837E-01 a      1868     1    16     2     8
 -4.4292824917768897E-02 a      1869     1    16     2     9
  2.5295275864563405E-01 a      1870     1    16     2    10
  4.9304972775565359E-01 a      1871     1    16     2    11
  5.7958913591493499E-01 a      1872     1    16     2    12
  5.0572882851642229E-02 a      1873     1    16     2    13
 -4.1093168356364768E-01 a      1874     1    16     2    14
 -1.0617316052221197E+00 a      1875     1    16     2    15
 -2.3623328668460056E-01 a      1876     1    16     2    16
 -4.3300853024011723E-02 a      1877     1    16     2    17
  6.9405952114425948E-02 a      1878     1    16     2    18
 -1.0389888549332509E-01 a      1879     1    16     2    19
 -5.1210638205504355E-01 a      1880     1    16     2    20
 -8.3265063686695603E-02 a      1881     1    16     2    21
  2.2644134041072861E-01 a      1882     1    16     2    22
  3.4271563164007972E-02 a      1883     1    16     2    23
  3.7415819311899967E-01 a      1884     1    16     2    24
 -2.7995339017444804E-01 a      1885     1    16     2    25
 -5.0898171882095100E-01 a      1886     1    16     2    26
 -2.3543848860050767E-01 a      1887     1    16     2    27
  2.0512874815610097E-01 a      1888     1    16     2    28
  3.0466721952071912E-01 a      1889     1    16     2    29
 -1.9670385632616269E-01 a      1890     1    16     2    30
 -1.9484832986333522E-01 a      1891     1    17     2     1
  2.3996709184936002E-01 a      1892     1    17     2     2
 -3.6865834472199099E-01 a      1893     1    17     2     3
  7.7168360762294205E-02 a      1894     1    17     2     4
  2.7724114406362460E-01 a      1895     1    17     2     5
 -3.3199127621907396E-02 a      1896     1    17     2     6
 -1.1397440909080266E-02 a      1897     1    17     2     7
 -3.7482341777068634E-01 a      1898     1    17     2     8
  4.4553856120129615E-01 a      1899     1    17     2     9
  2.8273616067807456E-01 a      1900     1    17     2    10
  3.1205442750204088E-01 a      1901     1    17     2    11
  7.4105749658228393E-01 a      1902     1    17     2    12
  4.5301120445405696E-01 a      1903     1    17     2    13
  1.2546846739777520E-01 a      1904     1    17     2    14
  2.5283058173168449E-01 a      1905     1    17     2    15
  5.7260065604008614E-01 a      1906     1    17     2    16
  1.1375634572252769E+00 a      1907     1    17     2    17
  8.5081205172165364E-01 a      1908     1    17     2    18
  7.3380260284546428E-01 a      1909     1    17     2    19
  1.1138802740635866E-01 a      1910     1    17     2    20
 -4.1008455274717848E-01 a      1911     1    17     2    21
 -6.5052013937862441E-01 a      1912     1    17     2    22
  2.0429112440181391E-01 a      1913     1    17     2    23
 -5.2987933548306410E-01 a      1914     1    17     2    24
 -2.8108064722158893E-01 a      1915     1    17     2    25
  1.3619601138012885E-01 a      1916     1    17     2    26
 -8.7611190478482981E-01 a      1917     1    17     2    27
  3.8040059914546365E-01 a      1918     1    17     2    28
 -3.6230309290558199E-01 a      1919     1    17     2    29
 -1.2692794592936907E-01 a      1920     1    17     2    30
  5.3348227242005297E-01 a      1921     1    18     2     1
 -1.9802507609564279E-01 a      1922     1    18     2     2
  3.3106426984626719E-01 a      1923     1    18     2     3
  7.9018291238337390E-01 a      1924     1    18     2     4
  5.4044930330224128E-01 a      1925     1    18     2     5
  5.1614049723413567E-02 a      1926     1    18     2     6
 -1.0248100364562006E-01 a      1927     1    18     2     7
 -2.3605846948044271E-02 a      1928     1    18     2     8
 -1.0292741435585293E-01 a      1929     1    18     2     9
 -2.3281625070473941E-01 a      1930     1    18     2    10
 -6.5349068263721249E-02 a      1931     1    18     2    11
  7.5651176492309583E-02 a      1932     1    18     2    12
 -1.6900166125428168E-01 a      1933     1    18     2    13
 -1.0669916451077577E-01 a      1934     1    18     2    14
 -6.2926582000154385E-01 a      1935     1    18     2    15
 -2.4959726196634665E-02 a      1936     1    18     2    16
 -2.6839520884257084E-01 a      1937     1    18     2    17
  1.9143680505577609E-01 a      1938     1    18     2    18
 -2.4815703878983461E-01 a      1939     1    18     2    19
  4.8032111836122583E-02 a      1940     1    18     2    20
 -3.8351001647578375E-02 a      1941     1    18     2    21
 -6.8517767526612802E-02 a      1942     1    18     2    22
 -1.7009456611836654E-01 a      1943     1    18     2    23
 -2.7668106181294938E-01 a      1944     1    18     2    24
  7.7775381221807285E-02 a      1945     1    18     2    25
  4.0419702540957780E-01 a      1946     1    18     2    26
 -6.9814005373414048E-02 a      1947     1    18     2    27
  5.0867000159024611E-01 a      1948     1    18     2    28
  2.8619588435553078E-01 a      1949     1    18     2    29
 -2.1527718674477520E-01 a      1950     1    18     2    30
  2.4008323284380153E-02 a      1951     1    19     2     1
  1.6852566544549075E-01 a      1952     1    19     2     2
  6.4404286448535653E-01 a      1953     1    19     2     3
 -1.9602556598570972E-01 a      1954     1    19     2     4
 -4.5672610885982727E-02 a      1955     1    19     2     5
  2.1210493787068049E-01 a      1956     1    19     2     6
 -6.9867338175900184E-01 a      1957     1    19     2     7
 -5.6628685382806576E-03 a      1958     1    19     2     8
  2.4045934451040965E-01 a      1959     1    19     2     9
  7.1553946770915378E-01 a      1960     1    19     2    10
 -6.2346942429735208E-01 a      1961     1    19     2    11
 -7.6116296812430106E-01 a      1962     1    19     2    12
  4.3630138079253089E-01 a      1963     1    19     2    13
  1.0395269549054735E-01 a      1964     1    19     2    14
  7.1945129291296817E-01 a      1965     1    19     2    15
  3.5754055377132260E-01 a      1966     1    19     2    16
 -5.3546865979440261E-01 a      1967     1    19     2    17
  1.1474061884897717E-02 a      1968     1    19     2    18
  4.1915554548979361E-01 a      1969     1    19     2    19
  3.5401533655839024E-01 a      1970     1    19     2    20
 -4.3768646171369502E-01 a      1971     1    19     2    21
  3.1992534332696543E-01 a      1972     1    19     2    22
  2.1290545269404412E-01 a      1973     1    19     2    23
  1.6563842929092501E-01 a      1974     1    19     2    24
  3.0305025155212201E-01 a      1975     1    19     2    25
 -3.3393224487798978E-01 a      1976     1    19     2    26
 -2.2046253021510606E-01 a      1977     1    19     2    27
 -2.1320809377316077E-01 a      1978     1    19     2    28
 -6.1262004084585675E-01 a      1979     1    19     2    29
  1.9381961250271154E-01 a      1980     1    19     2    30
  1.5264665896810688E-02 a      1981     1    20     2     1
  4.0098243085710700E-01 a      1982     1    20     2     2
  2.5773759198423035E-01 a      1983     1    20     2     3
 -9.8163320231395273E-03 a      1984     1    20     2     4
  3.7324082511502582E-01 a      1985     1    20     2     5
  3.1714925291819629E-02 a      1986     1    20     2     6
 -7.5714555556806273E-01 a      1987     1    20     2     7
 -2.1890000939828591E-01 a      1988     1    20     2     8
  3.6425125897642674E-01 a      1989     1    20     2     9
  3.5422220805045568E-01 a      1990     1    20     2    10
  4.4351825920132898E-01 a      1991     1    20     2    11
  3.7250045666528606E-02 a      1992     1    20     2    12
 -5.0523346576399863E-01 a      1993     1    20     2    13
 -1.1279045517569804E-01 a      1994     1    20     2    14
  2.9655907971495243E-01 a      1995     1    20     2    15
  3.6594176142718554E-01 a      1996     1    20     2    16
  1.1404171523785893E-02 a      1997     1    20     2    17
  1.1178390373360106E-01 a      1998     1    20     2    18
 -4.0025359387576703E-01 a      1999     1    20     2    19
  5.7806134422783706E-01 a      2000     1    20     2    20
  1.9384560615799731E-01 a      2001     1    20     2    21
  8.0938456287407889E-01 a      2002     1    20     2    22
  1.8415808860766247E-01 a      2003     1    20     2    23
 -9.2306104763079633E-01 a      2004     1    20     2    24
 -1.1349927751890311E-01 a      2005     1    20     2    25
 -2.6796081103784414E-01 a      2006     1    20     2    26
 -2.6118067408508761E-01 a      2007     1    20     2    27
  5.0146570650468403E-01 a      2008     1    20     2    28
 -5.0968973321968380E-01 a      2009     1    20     2    29
 -6.2628495407505314E-02 a      2010     1    20     2    30
  5.9652335495165554E-01 a      2011     1    21     2     1
 -3.9963425779181505E-01 a      2012     1    21     2     2
  1.8535215547153722E-01 a      2013     1    21     2     3
 -4.6267916416783317E-01 a      2014     1    21     2     4
 -2.6286043433048861E-01 a      2015     1    21     2     5
  1.8985075222765363E-01 a      2016     1    21     2     6
  4.3214746109847030E-01 a      2017     1    21     2     7
  3.4213530649392709E-01 a      2018     1    21     2     8
 -4.7216037418725304E-01 a      2019     1    21     2     9
  4.8055066152335990E-01 a      2020     1    21     2    10
 -1.7755899644560150E-01 a      2021     1    21     2    11
  5.7033785257859682E-01 a      2022     1    21     2    12
  2.5730614276348063E-01 a      2023     1    21     2    13
  5.1031772480451132E-01 a      2024     1    21     2    14
 -2.8730140800276031E-02 a      2025     1    21     2    15
 -2.5577464782959393E-02 a      2026     1    21     2    16
  2.1879726013514009E-01 a      2027     1    21     2    17
  2.9904893576993569E-01 a      2028     1    21     2    18
 -4.9817780093922187E-01 a      2029     1    21     2    19
  2.2457653771112313E-01 a      2030     1    21     2    20
 -1.5441100456997806E-01 a      2031     1    21     2    21
  1.0645782547352687E+00 a      2032     1    21     2    22
 -2.9874691890543298E-01 a      2033     1    21     2    23
  3.4204532740185485E-02 a      2034     1    21     2    24
 -2.4482719457257671E-01 a      2035     1    21     2    25
  9.0445807113441648E-02 a      2036     1    21     2    26
 -2.0630287055666910E-01 a      2037     1    21     2    27
 -2.1144084095745258E-01 a      2038     1    21     2    28
  1.8731426381531024E-01 a      2039     1    21     2    29
 -2.3907482995444090E-01 a      2040     1    21     2    30
  6.0350040500547031E-01 a      2041     1    22     2     1
  4.4000546869748047E-01 a      2042     1    22     2     2
  4.3085633079410929E-01 a      2043     1    22     2     3
 -8.9143909578725949E-02 a      2044     1    22     2     4
  5.0636457205116392E-01 a      2045     1    22     2     5
  6.9285078426291113E-02 a      2046     1    22     2     6
 -6.4337596897646054E-01 a      2047     1    22     2     7
 -2.2821453339831343E-01 a      2048     1    22     2     8
  3.6391806209070604E-01 a      2049     1    22     2     9
  4.5186700185842332E-01 a      2050     1    22     2    10
  3.2386216286882558E-01 a      2051     1    22     2    11
  6.4043764779600582E-02 a      2052     1    22     2    12
  1.1906268015760273E+00 a      2053     1    22     2    13
  4.7886882410543799E-02 a      2054     1    22     2    14
  2.9880569672054041E-01 a      2055     1    22     2    15
  5.7724698296633159E-01 a      2056     1    22     2    16
 -1.9753918178524003E-02 a      2057     1    22     2    17
  1.4040433123581944E-01 a      2058     1    22     2    18
  6.0449197768063534E-01 a      2059     1    22     2    19
  2.1733967477607416E-01 a      2060     1    22     2    20
 -4.4912160881546329E-02 a      2061     1    22     2    21
  1.4515077199269438E-01 a      2062     1    22     2    22
  8.0478285628428195E-02 a      2063     1    22     2    23
 -2.9485098785031966E-01 a      2064     1    22     2    24
 -3.8294020877936069E-01 a      2065     1    22     2    25
 -6.8183507771600649E-01 a      2066     1    22     2    26
 -9.4378593123785146E-02 a      2067     1    22     2    27
 -2.0263727526757630E-01 a      2068     1    22     2    28
 -3.4693703624148575E-01 a      2069     1    22     2    29
  3.2238111608451209E-01 a      2070     1    22     2    30
 -3.9745991098906841E-01 a      2071     1    23     2     1
  8.1103627430653102E-01 a      2072     1    23     2     2
 -3.5338979055319147E-01 a      2073     1    23     2     3
