################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.7814448271226893E-01 a      1053     1     1     2    13
  8.4272504723673758E-01 a      1054     1     1     2    14
  4.6253935079467906E-01 a      1055     1     1     2    15
  5.6551606343127753E-02 a      1056     1     1     2    16
  2.4164379815316134E-01 a      1057     1     1     2    17
  1.7540114705944682E-01 a      1058     1     1     2    18
 -8.7112018146855796E-01 a      1059     1     1     2    19
 -5.5920570331025488E-01 a      1060     1     1     2    20
 -1.5743696360777845E-01 a      1061     1     2     2     1
 -3.1056125603812978E-01 a      1062     1     2     2     2
 -4.1527433502640965E-01 a      1063     1     2     2     3
  7.7730249069214684E-03 a      1064     1     2     2     4
  5.9862251130901538E-02 a      1065     1     2     2     5
  3.5279583225723471E-01 a      1066     1     2     2     6
  1.8345483688741393E-01 a      1067     1     2     2     7
  4.2492637378667003E-01 a      1068     1     2     2     8
  5.3876833342543687E-02 a      1069     1     2     2     9
  1.1330438258434922E-01 a      1070     1     2     2    10
  7.7836510384894694E-03 a      1071     1     2     2    11
  3.8118962470396794E-01 a      1072     1     2     2    12
  2.1471371764230751E-01 a      1073     1     2     2    13
  1.1306444704322721E-01 a      1074     1     2     2    14
 -1.6345122705473843E-02 a      1075     1     2     2    15
 -3.2309961743278948E-01 a      1076     1     2     2    16
  5.0698315504157665E-01 a      1077     1     2     2    17
  1.3435085539777489E-01 a      1078     1     2     2    18
  2.2529788741612997E-01 a      1079     1     2     2    19
 -2.5112034274435263E-01 a      1080     1     2     2    20
 -5.0238611128329802E-01 a      1081     1     3     2     1
  2.0799421652425462E-01 a      1082     1     3     2     2
 -2.6776652312269072E-01 a      1083     1     3     2     3
 -4.2560128363253991E-01 a      1084     1     3     2     4
  1.5022134420874070E-01 a      1085     1     3     2     5
 -4.5709546750500089E-02 a      1086     1     3     2     6
 -3.2469957695410767E-01 a      1087     1     3     2     7
  6.6783014268360474E-02 a      1088     1     3     2     8
 -1.4216388821805759E-01 a      1089     1     3     2     9
  2.1218126100645263E-01 a      1090     1     3     2    10
  2.8663804137735456E-02 a      1091     1     3     2    11
 -1.7875110750324055E-01 a      1092     1     3     2    12
  8.1532888823521432E-01 a      1093     1     3     2    13
 -6.1441146720154893E-01 a      1094     1     3     2    14
 -3.2420415817424547E-01 a      1095     1     3     2    15
  4.8290385246443124E-01 a      1096     1     3     2    16
  1.9016236464874558E-02 a      1097     1     3     2    17
 -1.7452599024316681E-01 a      1098     1     3     2    18
  5.3175874674678436E-01 a      1099     1     3     2    19
  1.0740691159593349E-01 a      1100     1     3     2    20
 -1.4831697747673648E-02 a      1101     1     4     2     1
 -2.6779651945546767E-02 a      1102     1     4     2     2
 -4.2584468721210589E-01 a      1103     1     4     2     3
 -1.8096382707368705E-01 a      1104     1     4     2     4
 -2.5504640173998522E-01 a      1105     1     4     2     5
  7.6284525768458300E-01 a      1106     1     4     2     6
 -4.8996561079534523E-01 a      1107     1     4     2     7
 -1.8278549335488631E-01 a      1108     1     4     2     8
  2.7056861722902342E-01 a      1109     1     4     2     9
 -3.2788424168363950E-01 a      1110     1     4     2    10
 -1.5433104057095987E-01 a      1111     1     4     2    11
  3.5171858861134642E-01 a      1112     1     4     2    12
  2.5172753313325957E-01 a      1113     1     4     2    13
  9.4856089944061403E-02 a      1114     1     4     2    14
 -4.4441419649969360E-01 a      1115     1     4     2    15
 -2.4264309469472184E-01 a      1116     1     4     2    16
  1.3658222052272337E-01 a      1117     1     4     2    17
 -3.6616775725990848E-02 a      1118     1     4     2    18
 -3.9472407390327063E-01 a      1119     1     4     2    19
 -3.2139714319107317E-02 a      1120     1     4     2    20
 -2.3874742968751357E-03 a      1121     1     5     2     1
 -8.1055882094263776E-01 a      1122     1     5     2     2
  4.0797553754092192E-02 a      1123     1     5     2     3
 -2.0049218857755466E-01 a      1124     1     5     2     4
 -1.9387680153175774E-01 a      1125     1     5     2     5
  8.9010346115191796E-01 a      1126     1     5     2     6
 -4.7268112116922989E-01 a      1127     1     5     2     7
 -9.9690626988062317E-02 a      1128     1     5     2     8
 -3.6452106438917015E-01 a      1129     1     5     2     9
  7.5143351747435277E-02 a      1130     1     5     2    10
  1.8020291614867728E-01 a      1131     1     5     2    11
 -4.1381954691136336E-01 a      1132     1     5     2    12
  4.4516402696572943E-01 a      1133     1     5     2    13
 -8.5693136729168373E-01 a      1134     1     5     2    14
 -2.1923130998838483E-01 a      1135     1     5     2    15
  5.8612850620849555E-01 a      1136     1     5     2    16
  2.2858650254447016E-01 a      1137     1     5     2    17
  7.3507637989900870E-02 a      1138     1     5     2    18
  7.4742755177412290E-01 a      1139     1     5     2    19
 -1.9634049377514948E-01 a      1140     1     5     2    20
 -1.1195303184555555E-01 a      1141     1     6     2     1
 -4.7667391062804640E-02 a      1142     1     6     2     2
 -3.5290037818368264E-01 a      1143     1     6     2     3
  3.2357865784402484E-01 a      1144     1     6     2     4
 -3.5376784219784996E-01 a      1145     1     6     2     5
 -2.6009411342115413E-01 a      1146     1     6     2     6
  5.0016932061559061E-01 a      1147     1     6     2     7
 -1.6836560164064998E-01 a      1148     1     6     2     8
  5.8526366026048965E-02 a      1149     1     6     2     9
 -6.1034151158652616E-01 a      1150     1     6     2    10
  5.9388631111340906E-01 a      1151     1     6     2    11
 -1.0697875284334600E-01 a      1152     1     6     2    12
 -2.9643285478900050E-01 a      1153     1     6     2    13
  1.5123309910611926E-02 a      1154     1     6     2    14
  2.7863323134536711E-01 a      1155     1     6     2    15
 -2.4046831297336224E-01 a      1156     1     6     2    16
 -2.0180407602956568E-01 a      1157     1     6     2    17
 -1.0555956112693273E-02 a      1158     1     6     2    18
  1.6063199521242497E-01 a      1159     1     6     2    19
  4.3518031628085846E-01 a      1160     1     6     2    20
 -3.6205452251800402E-01 a      1161     1     7     2     1
 -3.4987137037849841E-01 a      1162     1     7     2     2
 -1.1493838215525908E-01 a      1163     1     7     2     3
  2.3765053105354653E-01 a      1164     1     7     2     4
 -4.0894406086486679E-01 a      1165     1     7     2     5
  2.6903827060662561E-01 a      1166     1     7     2     6
 -1.1358470355154865E-02 a      1167     1     7     2     7
 -2.5336406680726015E-01 a      1168     1     7     2     8
 -5.8063337543074071E-02 a      1169     1     7     2     9
  4.4262180242711094E-03 a      1170     1     7     2    10
  6.2892951730666535E-01 a      1171     1     7     2    11
 -1.0274714280629276E+00 a      1172     1     7     2    12
  5.9686311137358283E-01 a      1173     1     7     2    13
 -4.8095436527733965E-01 a      1174     1     7     2    14
  2.4138106816600530E-01 a      1175     1     7     2    15
  2.8182906710753347E-01 a      1176     1     7     2    16
  9.7317236360919032E-02 a      1177     1     7     2    17
 -2.5948141449968276E-01 a      1178     1     7     2    18
  4.8173542432890815E-01 a      1179     1     7     2    19
  5.9575884543264024E-01 a      1180     1     7     2    20
 -6.7709482120160314E-01 a      1181     1     8     2     1
 -1.5593666249935936E-01 a      1182     1     8     2     2
  2.2433109206545254E-01 a      1183     1     8     2     3
 -6.5384338364775085E-01 a      1184     1     8     2     4
 -1.4912968881566332E-01 a      1185     1     8     2     5
  5.1598313128622109E-01 a      1186     1     8     2     6
  6.4155562439450209E-01 a      1187     1     8     2     7
  3.3745484388051888E-01 a      1188     1     8     2     8
 -2.0374860138325072E-02 a      1189     1     8     2     9
  1.8122807164097371E-01 a      1190     1     8     2    10
 -5.1962181936623009E-01 a      1191     1     8     2    11
  4.1581033132036488E-01 a      1192     1     8     2    12
 -5.2450238055614468E-02 a      1193     1     8     2    13
 -4.0062411607623855E-01 a      1194     1     8     2    14
 -5.7048017490458547E-01 a      1195     1     8     2    15
 -6.7993160912816941E-01 a      1196     1     8     2    16
 -7.9335973111589475E-01 a      1197     1     8     2    17
 -3.7771329290417466E-01 a      1198     1     8     2    18
 -3.7414822945197906E-01 a      1199     1     8     2    19
 -1.7740228061867119E-01 a      1200     1     8     2    20
 -7.4446245869798289E-01 a      1201     1     9     2     1
  7.7735608365739020E-02 a      1202     1     9     2     2
  4.5263350027362703E-01 a      1203     1     9     2     3
 -3.3879455693064048E-01 a      1204     1     9     2     4
 -1.0920028425775115E-01 a      1205     1     9     2     5
 -3.6909147941445196E-02 a      1206     1     9     2     6
 -3.4582693944716236E-01 a      1207     1     9     2     7
 -2.2047085258006871E-01 a      1208     1     9     2     8
  2.3428754374319512E-02 a      1209     1     9     2     9
 -5.2445908137487141E-01 a      1210     1     9     2    10
 -1.1480229072022038E-01 a      1211     1     9     2    11
  5.4149013965920624E-02 a      1212     1     9     2    12
  2.5998231181017933E-01 a      1213     1     9     2    13
  2.8607925163925335E-01 a      1214     1     9     2    14
 -4.5065875332206691E-02 a      1215     1     9     2    15
  7.5951242934614291E-02 a      1216     1     9     2    16
 -2.8222086153138082E-01 a      1217     1     9     2    17
 -9.4433459325890742E-02 a      1218     1     9     2    18
  3.0463462894720689E-01 a      1219     1     9     2    19
  6.7930475918174049E-01 a      1220     1     9     2    20
 -5.8292129315958363E-01 a      1221     1    10     2     1
  5.4569906651882760E-01 a      1222     1    10     2     2
  3.5275464333679535E-02 a      1223     1    10     2     3
 -4.2102025738859772E-01 a      1224     1    10     2     4
  5.0488608343841890E-01 a      1225     1    10     2     5
  1.5470320422765005E-01 a      1226     1    10     2     6
 -6.0124452939272577E-01 a      1227     1    10     2     7
 -8.6059007171692969E-01 a      1228     1    10     2     8
 -1.2411056868112456E-01 a      1229     1    10     2     9
 -7.8733127691303483E-03 a      1230     1    10     2    10
  4.3571127556831069E-01 a      1231     1    10     2    11
  1.0448264350853492E-01 a      1232     1    10     2    12
 -4.3399737293403168E-01 a      1233     1    10     2    13
 -2.6707390866299457E-01 a      1234     1    10     2    14
 -1.5958939474312892E-01 a      1235     1    10     2    15
 -4.0949721298147485E-01 a      1236     1    10     2    16
 -2.2041211920901305E-01 a      1237     1    10     2    17
 -2.7542422766969715E-01 a      1238     1    10     2    18
  7.7445577482065842E-01 a      1239     1    10     2    19
  4.2817674228826708E-01 a      1240     1    10     2    20
 -4.9355320872420111E-01 a      1241     1    11     2     1
  6.5391502451429884E-02 a      1242     1    11     2     2
  4.9223229719152550E-01 a      1243     1    11     2     3
  3.7026974327148082E-01 a      1244     1    11     2     4
 -4.0323172755617503E-01 a      1245     1    11     2     5
 -3.2047811435992951E-01 a      1246     1    11     2     6
 -3.5202257878266009E-02 a      1247     1    11     2     7
  2.1715373538094188E-01 a      1248     1    11     2     8
  1.3994722331269653E-02 a      1249     1    11     2     9
 -3.4729475578327862E-01 a      1250     1    11     2    10
 -2.8528406864560435E-01 a      1251     1    11     2    11
 -4.1227410009629961E-01 a      1252     1    11     2    12
 -3.1509497529668273E-01 a      1253     1    11     2    13
 -3.5351280015358019E-02 a      1254     1    11     2    14
  4.2128056803931252E-01 a      1255     1    11     2    15
  5.5190597773245489E-02 a      1256     1    11     2    16
  3.5723857196426700E-01 a      1257     1    11     2    17
  6.4695304889107560E-02 a      1258     1    11     2    18
  4.8590615631588802E-01 a      1259     1    11     2    19
  5.5942042751307564E-01 a      1260     1    11     2    20
  2.5754875034845670E-01 a      1261     1    12     2     1
  4.1008684034372495E-01 a      1262     1    12     2     2
 -4.5160534283946846E-01 a      1263     1    12     2     3
 -2.8191071618351876E-01 a      1264     1    12     2     4
  6.4158264237358653E-01 a      1265     1    12     2     5
 -6.9851669300248853E-01 a      1266     1    12     2     6
  2.0204602468773736E-01 a      1267     1    12     2     7
  6.2176352759594572E-02 a      1268     1    12     2     8
  4.0990914591948924E-02 a      1269     1    12     2     9
  8.0126571817468989E-02 a      1270     1    12     2    10
  1.7634685069657999E-02 a      1271     1    12     2    11
 -1.9081688146109485E-02 a      1272     1    12     2    12
 -1.3745017411761568E-01 a      1273     1    12     2    13
 -4.7370859523513981E-01 a      1274     1    12     2    14
 -1.9893220480600263E-01 a      1275     1    12     2    15
  4.0988880280896023E-01 a      1276     1    12     2    16
  1.9670297811251847E-01 a      1277     1    12     2    17
  2.4038564678590507E-01 a      1278     1    12     2    18
 -6.8281604294976594E-02 a      1279     1    12     2    19
 -4.5130208361051283E-01 a      1280     1    12     2    20
 -1.1916749103314368E-01 a      1281     1    13     2     1
  1.2316410326755572E-01 a      1282     1    13     2     2
 -3.3296027822566904E-01 a      1283     1    13     2     3
 -2.6362337586122997E-02 a      1284     1    13     2     4
  5.8736779381965481E-03 a      1285     1    13     2     5
 -2.7895749263586456E-01 a      1286     1    13     2     6
  3.0045902101955879E-01 a      1287     1    13     2     7
 -2.7127032115789035E-01 a      1288     1    13     2     8
  5.2258524763802564E-02 a      1289     1    13     2     9
  1.6427653061465544E-01 a      1290     1    13     2    10
  5.4224914817475378E-01 a      1291     1    13     2    11
  8.0198161355659797E-02 a      1292     1    13     2    12
 -2.8909236463636273E-01 a      1293     1    13     2    13
  8.1996402966210885E-02 a      1294     1    13     2    14
  1.1046896889540041E-01 a      1295     1    13     2    15
 -2.7591862378444015E-01 a      1296     1    13     2    16
 -2.3063518725810897E-01 a      1297     1    13     2    17
  7.0427054468588754E-02 a      1298     1    13     2    18
  3.4274023009515919E-01 a      1299     1    13     2    19
  2.5860723461131574E-01 a      1300     1    13     2    20
  3.8296281242116981E-01 a      1301     1    14     2     1
 -2.2509044678277626E-01 a      1302     1    14     2     2
 -9.6495026775482773E-02 a      1303     1    14     2     3
 -1.9901107945723340E-01 a      1304     1    14     2     4
  6.2829488121801147E-01 a      1305     1    14     2     5
  2.3950328345723118E-01 a      1306     1    14     2     6
 -7.4067729095548471E-03 a      1307     1    14     2     7
  1.5150136884716392E-01 a      1308     1    14     2     8
  2.7276877582325776E-01 a      1309     1    14     2     9
 -5.4052272855099677E-02 a      1310     1    14     2    10
 -1.8869511602624167E-01 a      1311     1    14     2    11
 -1.2021383755173186E-01 a      1312     1    14     2    12
 -2.0002368559180153E-01 a      1313     1    14     2    13
  5.6707772206626672E-01 a      1314     1    14     2    14
  8.1040357608392649E-02 a      1315     1    14     2    15
 -1.0372806851573720E-01 a      1316     1    14     2    16
 -2.2269064047592949E-03 a      1317     1    14     2    17
 -2.0848240448006169E-01 a      1318     1    14     2    18
 -4.6483412753928821E-01 a      1319     1    14     2    19
  5.8897002895796115E-02 a      1320     1    14     2    20
 -1.0777285791092975E-01 a      1321     1    15     2     1
  6.7325456496510061E-02 a      1322     1    15     2     2
 -1.9828783466589295E-01 a      1323     1    15     2     3
  1.6116245549913655E-01 a      1324     1    15     2     4
  2.0030081487818496E-01 a      1325     1    15     2     5
 -5.4780095466678436E-01 a      1326     1    15     2     6
  2.2793899602810272E-01 a      1327     1    15     2     7
 -1.6042740415487644E-01 a      1328     1    15     2     8
 -4.8634060024277270E-01 a      1329     1    15     2     9
  7.6312363358024626E-01 a      1330     1    15     2    10
  5.8289163143806566E-01 a      1331     1    15     2    11
 -6.3378513493532965E-03 a      1332     1    15     2    12
 -5.0632061763171365E-01 a      1333     1    15     2    13
  4.1643527558474053E-01 a      1334     1    15     2    14
  1.9051155969209715E-01 a      1335     1    15     2    15
  1.9795589984473028E-01 a      1336     1    15     2    16
 -2.7902117826377293E-01 a      1337     1    15     2    17
 -2.5697170845419781E-01 a      1338     1    15     2    18
 -1.2894655914441945E-02 a      1339     1    15     2    19
  6.0516864985380514E-01 a      1340     1    15     2    20
  1.5332823175066113E-01 a      1341     1    16     2     1
  4.0136923868076130E-02 a      1342     1    16     2     2
 -1.9388608061690429E-01 a      1343     1    16     2     3
 -4.8734073950766205E-02 a      1344     1    16     2     4
  1.1667426728047718E-01 a      1345     1    16     2     5
 -1.8726949268667309E-01 a      1346     1    16     2     6
 -2.3527616231133952E-01 a      1347     1    16     2     7
  1.4557885850873076E-01 a      1348     1    16     2     8
  3.4063202485035099E-01 a      1349     1    16     2     9
 -4.4031756886088830E-01 a      1350     1    16     2    10
 -6.0987104213623777E-01 a      1351     1    16     2    11
  9.7579522053461099E-01 a      1352     1    16     2    12
 -2.7227294850197070E-01 a      1353     1    16     2    13
 -6.4089870580251618E-01 a      1354     1    16     2    14
 -4.1979220957887009E-01 a      1355     1    16     2    15
  2.1719494768480885E-01 a      1356     1    16     2    16
  3.0894974385761048E-01 a      1357     1    16     2    17
 -2.1130872913660340E-02 a      1358     1    16     2    18
  2.3751590838744707E-01 a      1359     1    16     2    19
  1.5857974962510019E-01 a      1360     1    16     2    20
  4.5962810960328539E-02 a      1361     1    17     2     1
 -2.5694208003357427E-01 a      1362     1    17     2     2
  6.2020550705814104E-01 a      1363     1    17     2     3
 -2.1243843685951602E-01 a      1364     1    17     2     4
  3.1911507326567667E-01 a      1365     1    17     2     5
 -5.1455340836045838E-01 a      1366     1    17     2     6
  6.3624601573412665E-01 a      1367     1    17     2     7
  2.3668393486929409E-01 a      1368     1    17     2     8
  8.1655787496326140E-02 a      1369     1    17     2     9
  2.5005162500888317E-01 a      1370     1    17     2    10
 -3.0498483556407874E-01 a      1371     1    17     2    11
 -3.2932660424649202E-01 a      1372     1    17     2    12
 -1.2496662668175730E-01 a      1373     1    17     2    13
 -2.3387063519784509E-01 a      1374     1    17     2    14
  1.6313476112591294E-01 a      1375     1    17     2    15
  1.0271227878135096E+00 a      1376     1    17     2    16
 -3.2308629458509325E-01 a      1377     1    17     2    17
 -2.5239562589768755E-01 a      1378     1    17     2    18
  5.6197025262193334E-01 a      1379     1    17     2    19
  1.0751936673962852E-01 a      1380     1    17     2    20
 -1.3033598623633214E-01 a      1381     1    18     2     1
 -3.3158911267291459E-02 a      1382     1    18     2     2
  9.9305610774794925E-02 a      1383     1    18     2     3
  1.8952532693819854E-01 a      1384     1    18     2     4
 -3.1333530475813348E-01 a      1385     1    18     2     5
 -9.0349473819524240E-02 a      1386     1    18     2     6
  6.4297938714301284E-02 a      1387     1    18     2     7
  1.4385777981263728E-01 a      1388     1    18     2     8
 -3.4631749506274623E-01 a      1389     1    18     2     9
 -8.5826404059914119E-01 a      1390     1    18     2    10
  1.8217901093546382E-01 a      1391     1    18     2    11
 -3.5691141531595710E-01 a      1392     1    18     2    12
  2.6891964118052482E-02 a      1393     1    18     2    13
  3.9275827079599440E-01 a      1394     1    18     2    14
  2.3557035653782096E-01 a      1395     1    18     2    15
  2.8933470583246385E-01 a      1396     1    18     2    16
  9.7175594452661745E-02 a      1397     1    18     2    17
  6.2329672478739795E-01 a      1398     1    18     2    18
 -9.0633434596351514E-01 a      1399     1    18     2    19
 -1.2747095526175667E-01 a      1400     1    18     2    20
 -3.5128654439211848E-01 a      1401     1    19     2     1
 -2.7478897529318402E-01 a      1402     1    19     2     2
  9.3356012440942548E-02 a      1403     1    19     2     3
  6.6636063784752630E-01 a      1404     1    19     2     4
 -4.3908603441732436E-01 a      1405     1    19     2     5
  2.0449319736770635E-01 a      1406     1    19     2     6
 -5.8566821440106089E-02 a      1407     1    19     2     7
  2.9237912536690634E-02 a      1408     1    19     2     8
  4.6837029743158504E-01 a      1409     1    19     2     9
  2.6498662933663164E-01 a      1410     1    19     2    10
 -2.8518237998492890E-01 a      1411     1    19     2    11
  5.0619591760237870E-01 a      1412     1    19     2    12
  2.6209328194344833E-01 a      1413     1    19     2    13
 -1.0205974366268321E-01 a      1414     1    19     2    14
  2.4807716015606873E-01 a      1415     1    19     2    15
  2.4823213288944507E-01 a      1416     1    19     2    16
  2.8952859353781141E-01 a      1417     1    19     2    17
  3.2046246342644247E-01 a      1418     1    19     2    18
 -1.1862965235460490E+00 a      1419     1    19     2    19
 -3.5176016095435758E-01 a      1420     1    19     2    20
 -4.9954687774799567E-01 a      1421     1    20     2     1
  1.3056195732558004E-01 a      1422     1    20     2     2
  3.4430854395883759E-01 a      1423     1    20     2     3
  4.9778450717380129E-02 a      1424     1    20     2     4
  3.6491229014796295E-01 a      1425     1    20     2     5
 -2.6198304771379083E-01 a      1426     1    20     2     6
  2.3648179510505701E-01 a      1427     1    20     2     7
  3.3896646372852995E-01 a      1428     1    20     2     8
  1.3221587893038905E-01 a      1429     1    20     2     9
 -2.9210812361065602E-01 a      1430     1    20     2    10
 -4.7102230932096228E-01 a      1431     1    20     2    11
 -9.5099726756563849E-02 a      1432     1    20     2    12
 -2.3238689461087036E-01 a      1433     1    20     2    13
  4.6372329833934789E-01 a      1434     1    20     2    14
  1.8978816527879433E-01 a      1435     1    20     2    15
 -2.8243574438752646E-02 a      1436     1    20     2    16
 -9.4489890444384939E-02 a      1437     1    20     2    17
  3.5153227968553236E-01 a      1438     1    20     2    18
 -2.5072531382453561E-01 a      1439     1    20     2    19
  2.3468081890164386E-01 a      1440     1    20     2    20
 -5.4055713059656041E-01 b      1441     2     1
  5.3555709337347623E-01 b      1442     2     2
 -6.2669983397104190E-01 b      1443     2     3
  2.6920066675396315E-01 b      1444     2     4
 -7.0683699017372592E-01 b      1445     2     5
  5.7139874872069607E-01 b      1446     2     6
  2.8534838529763074E-01 b      1447     2     7
  5.2022491531882453E-01 b      1448     2     8
 -8.8686897360380790E-01 b      1449     2     9
  1.3023865838329635E-01 b      1450     2    10
 -4.2105441055498150E-01 b      1451     2    11
  1.4633778063910091E-01 b      1452     2    12
 -3.9676911367870521E-01 b      1453     2    13
  9.3927769967992281E-01 b      1454     2    14
 -4.8528037200212443E-01 b      1455     2    15
  1.4098588484988735E-02 b      1456     2    16
  1.0898178304432335E-02 b      1457     2    17
 -4.9675977279510525E-03 b      1458     2    18
 -4.9958414427652420E-01 b      1459     2    19
  4.0062603105312400E-01 b      1460     2    20
 -6.2308488072317036E-01 a      1461     2     1     3     1
 -9.1576054611475877E-01 a      1462     2     2     3     1
  6.1355496788398212E-01 a      1463     2     3     3     1
 -1.5015608739549618E-01 a      1464     2     4     3     1
  9.9700420522632038E-01 a      1465     2     5     3     1
 -9.6891619852392841E-01 a      1466     2     6     3     1
 -7.9905880271953633E-01 a      1467     2     7     3     1
 -1.0573825773963716E+00 a      1468     2     8     3     1
  9.9441786876485949E-01 a      1469     2     9     3     1
  4.2216500382134287E-02 a      1470     2    10     3     1
  6.1380949821416386E-01 a      1471     2    11     3     1
  5.2808982884612110E-01 a      1472     2    12     3     1
  8.6706030746730767E-01 a      1473     2    13     3     1
 -1.0795332640892510E+00 a      1474     2    14     3     1
  1.0706863662994675E+00 a      1475     2    15     3     1
 -4.1516865245514828E-01 a      1476     2    16     3     1
  1.8320064433515071E-01 a      1477     2    17     3     1
 -2.4760925662813311E-02 a      1478     2    18     3     1
 -1.7457918961606986E-01 a      1479     2    19     3     1
 -6.7754057634139109E-01 a      1480     2    20     3     1
 -6.0665166906705692E-01 b      1481     3     1
