################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.9437010088706117E-01 a      1071     1     7     2    11
 -1.0125389529995662E-02 a      1072     1     7     2    12
 -6.5555042782436193E-02 a      1073     1     7     2    13
 -1.2246564013592100E-01 a      1074     1     7     2    14
  2.8496070515809024E-01 a      1075     1     7     2    15
  2.0750374899533430E-01 a      1076     1     7     2    16
  5.5564587395303577E-01 a      1077     1     7     2    17
 -1.2149252079622373E-01 a      1078     1     7     2    18
  5.2763578827795599E-01 a      1079     1     7     2    19
  1.5487934584102095E-01 a      1080     1     7     2    20
  2.5380616988104412E-02 a      1081     1     8     2     1
 -3.2832761051603215E-01 a      1082     1     8     2     2
 -5.3245263126480213E-01 a      1083     1     8     2     3
 -3.3622019658493381E-02 a      1084     1     8     2     4
  3.5684188229046565E-01 a      1085     1     8     2     5
 -4.2558074093110848E-01 a      1086     1     8     2     6
 -2.2989021233513474E-01 a      1087     1     8     2     7
  1.8463650957283581E-01 a      1088     1     8     2     8
 -5.1920102779011101E-01 a      1089     1     8     2     9
 -1.4093622440900205E-01 a      1090     1     8     2    10
  1.1989130745498774E-01 a      1091     1     8     2    11
  7.2008167320528849E-01 a      1092     1     8     2    12
  2.4038332994077732E-01 a      1093     1     8     2    13
 -2.6976066229811652E-01 a      1094     1     8     2    14
  1.9887937425025301E-01 a      1095     1     8     2    15
  7.2961627753612576E-02 a      1096     1     8     2    16
  4.7278945167726727E-01 a      1097     1     8     2    17
  1.7292667745995505E-01 a      1098     1     8     2    18
  8.0064601498792576E-01 a      1099     1     8     2    19
 -1.1613671777375503E-01 a      1100     1     8     2    20
 -1.7703622353144111E-01 a      1101     1     9     2     1
 -3.3655464351973130E-01 a      1102     1     9     2     2
 -4.5055329114545561E-01 a      1103     1     9     2     3
  6.4722381701816600E-01 a      1104     1     9     2     4
  3.3589100711350089E-01 a      1105     1     9     2     5
  6.6155057120076899E-01 a      1106     1     9     2     6
  2.1025586561152207E-01 a      1107     1     9     2     7
  7.7299196342159027E-01 a      1108     1     9     2     8
  5.2840023297231031E-01 a      1109     1     9     2     9
  2.2398743326267201E-01 a      1110     1     9     2    10
  2.8511225507462379E-01 a      1111     1     9     2    11
  6.5227417668480103E-01 a      1112     1     9     2    12
 -1.3126377482617410E-01 a      1113     1     9     2    13
 -2.5782971953079542E-01 a      1114     1     9     2    14
  3.5717166997082367E-01 a      1115     1     9     2    15
  1.7341301386176577E-01 a      1116     1     9     2    16
 -2.5952345723180142E-01 a      1117     1     9     2    17
 -1.8902374081825535E-01 a      1118     1     9     2    18
 -8.5814721888231069E-02 a      1119     1     9     2    19
  4.3275621081947740E-01 a      1120     1     9     2    20
 -2.8710276852025735E-01 a      1121     1    10     2     1
 -5.9964877000192296E-01 a      1122     1    10     2     2
 -4.3173059551642251E-01 a      1123     1    10     2     3
 -1.2570645240994283E-01 a      1124     1    10     2     4
  4.8218690765604100E-01 a      1125     1    10     2     5
  2.4947213010917565E-01 a      1126     1    10     2     6
  3.3908202170035390E-01 a      1127     1    10     2     7
 -8.5765604360303371E-01 a      1128     1    10     2     8
 -3.9998950907407810E-01 a      1129     1    10     2     9
  3.1088881991711803E-01 a      1130     1    10     2    10
  2.1341163806980731E-01 a      1131     1    10     2    11
 -6.3771675785498383E-01 a      1132     1    10     2    12
 -3.6615463046067498E-01 a      1133     1    10     2    13
  1.8944099682870977E-01 a      1134     1    10     2    14
  2.3353249272709645E-01 a      1135     1    10     2    15
  1.8414570696968499E-01 a      1136     1    10     2    16
 -5.9777219845379814E-01 a      1137     1    10     2    17
  9.4356770781051397E-02 a      1138     1    10     2    18
  3.5159743796389177E-02 a      1139     1    10     2    19
 -3.3197869170520922E-01 a      1140     1    10     2    20
  4.3160307102276901E-01 a      1141     1    11     2     1
 -3.7182176651881294E-01 a      1142     1    11     2     2
  8.0340963882886279E-02 a      1143     1    11     2     3
  9.6883120910068232E-02 a      1144     1    11     2     4
 -3.6887373092536291E-01 a      1145     1    11     2     5
  5.7111268475994945E-02 a      1146     1    11     2     6
  3.9142099205519643E-02 a      1147     1    11     2     7
  3.0003945362696816E-01 a      1148     1    11     2     8
 -4.0660583744866384E-02 a      1149     1    11     2     9
  1.0523290846276147E-01 a      1150     1    11     2    10
  3.9673614528984696E-01 a      1151     1    11     2    11
 -2.5792223565855077E-01 a      1152     1    11     2    12
 -5.3717903771646458E-01 a      1153     1    11     2    13
  4.6390919349763815E-01 a      1154     1    11     2    14
 -2.2829165432856666E-01 a      1155     1    11     2    15
 -8.2847021119883707E-02 a      1156     1    11     2    16
  2.0717173398980410E-01 a      1157     1    11     2    17
 -3.4144981232846133E-01 a      1158     1    11     2    18
  2.1150078251628943E-01 a      1159     1    11     2    19
  2.6292545529306732E-01 a      1160     1    11     2    20
 -2.7067708794664136E-01 a      1161     1    12     2     1
  2.7261890225458785E-01 a      1162     1    12     2     2
 -5.8488323103411824E-03 a      1163     1    12     2     3
  5.0313994713233090E-01 a      1164     1    12     2     4
 -6.3725545272351525E-01 a      1165     1    12     2     5
  6.6643590594512181E-01 a      1166     1    12     2     6
  3.5762753032367683E-01 a      1167     1    12     2     7
 -2.6931389528972693E-01 a      1168     1    12     2     8
  2.2751162096220390E-01 a      1169     1    12     2     9
  3.2492716823433876E-01 a      1170     1    12     2    10
  2.9709584931475241E-01 a      1171     1    12     2    11
  7.5367903459943897E-01 a      1172     1    12     2    12
  9.7144908589508222E-02 a      1173     1    12     2    13
 -1.0166955874630224E+00 a      1174     1    12     2    14
 -3.1133800725841598E-01 a      1175     1    12     2    15
 -1.9140326623232246E-01 a      1176     1    12     2    16
  6.3681293542213335E-01 a      1177     1    12     2    17
 -1.0796507556421663E-01 a      1178     1    12     2    18
 -2.4804569523943523E-01 a      1179     1    12     2    19
  1.1612975701779850E-01 a      1180     1    12     2    20
 -5.6940582047785870E-01 a      1181     1    13     2     1
  3.1975785767892922E-01 a      1182     1    13     2     2
  4.8222688705494715E-01 a      1183     1    13     2     3
  7.3433503827053312E-02 a      1184     1    13     2     4
  3.5027249364678353E-01 a      1185     1    13     2     5
 -3.8159944957163383E-01 a      1186     1    13     2     6
 -2.3138696626125090E-02 a      1187     1    13     2     7
  3.2205904620771847E-01 a      1188     1    13     2     8
 -5.6027628667434874E-02 a      1189     1    13     2     9
  1.3529491654617545E-02 a      1190     1    13     2    10
 -5.8528082406105963E-01 a      1191     1    13     2    11
  3.6942308264540846E-01 a      1192     1    13     2    12
  6.7256730377574148E-01 a      1193     1    13     2    13
 -2.3241599164096841E-01 a      1194     1    13     2    14
  7.8396390978056688E-02 a      1195     1    13     2    15
 -2.1567323943482805E-02 a      1196     1    13     2    16
  2.2790742351050622E-01 a      1197     1    13     2    17
 -8.0197839384799074E-02 a      1198     1    13     2    18
 -3.3992357397160644E-01 a      1199     1    13     2    19
 -1.7070499407731032E-01 a      1200     1    13     2    20
 -4.9737334145195805E-01 a      1201     1    14     2     1
  1.4375720825933369E-01 a      1202     1    14     2     2
 -1.3769043189883878E-01 a      1203     1    14     2     3
  5.4236552512504803E-02 a      1204     1    14     2     4
  1.0681965500096720E+00 a      1205     1    14     2     5
  3.4453011397213545E-01 a      1206     1    14     2     6
  1.7028880447823036E-01 a      1207     1    14     2     7
 -4.0188619902620965E-01 a      1208     1    14     2     8
  8.9915714644369024E-02 a      1209     1    14     2     9
 -2.6524902468616585E-01 a      1210     1    14     2    10
 -2.3070129804885711E-01 a      1211     1    14     2    11
 -1.7141492896024188E-01 a      1212     1    14     2    12
 -2.9645397579120808E-01 a      1213     1    14     2    13
  9.4899292318020592E-02 a      1214     1    14     2    14
 -3.8095891278141875E-01 a      1215     1    14     2    15
  2.8667964995461254E-01 a      1216     1    14     2    16
 -3.7498979633997653E-01 a      1217     1    14     2    17
 -7.4058798610638674E-02 a      1218     1    14     2    18
 -4.9356447191907488E-01 a      1219     1    14     2    19
  4.3248415505918031E-01 a      1220     1    14     2    20
 -2.3584555822247297E-01 a      1221     1    15     2     1
  1.7073858854357421E-01 a      1222     1    15     2     2
  2.3864616597258834E-01 a      1223     1    15     2     3
  1.1403216532187803E-01 a      1224     1    15     2     4
 -4.5125706317042502E-01 a      1225     1    15     2     5
 -2.8347494335988460E-01 a      1226     1    15     2     6
 -4.7830285107693810E-01 a      1227     1    15     2     7
  4.9043363043658439E-01 a      1228     1    15     2     8
  7.5474319006977639E-02 a      1229     1    15     2     9
  4.3290599423088916E-01 a      1230     1    15     2    10
 -3.2361326016936870E-01 a      1231     1    15     2    11
  5.7495470072192537E-02 a      1232     1    15     2    12
  3.4195804844475514E-01 a      1233     1    15     2    13
 -3.9372915230021371E-01 a      1234     1    15     2    14
 -4.0120289663733849E-01 a      1235     1    15     2    15
 -2.5182141452104850E-01 a      1236     1    15     2    16
  8.5612852411308490E-02 a      1237     1    15     2    17
 -3.1169552800359523E-01 a      1238     1    15     2    18
  4.8739246503897125E-03 a      1239     1    15     2    19
  9.9327196455769318E-03 a      1240     1    15     2    20
  2.7038023304039344E-01 a      1241     1    16     2     1
  1.6529793851980606E-01 a      1242     1    16     2     2
 -1.4481486104544304E-02 a      1243     1    16     2     3
  2.5186484208954307E-02 a      1244     1    16     2     4
 -1.1790183122463886E-01 a      1245     1    16     2     5
 -1.0655465277594471E-01 a      1246     1    16     2     6
 -3.4661008828830789E-02 a      1247     1    16     2     7
  7.3253578320749774E-02 a      1248     1    16     2     8
 -8.0107903877559158E-02 a      1249     1    16     2     9
 -1.1993172227614415E-02 a      1250     1    16     2    10
  1.1068456743724588E-02 a      1251     1    16     2    11
  1.7678426924959609E-01 a      1252     1    16     2    12
 -3.7398972622525911E-01 a      1253     1    16     2    13
 -2.7566366475128024E-01 a      1254     1    16     2    14
 -9.5925287525920763E-02 a      1255     1    16     2    15
 -6.7007149797573010E-02 a      1256     1    16     2    16
  7.6507898007814592E-03 a      1257     1    16     2    17
  9.9885620565023939E-02 a      1258     1    16     2    18
  1.1686445075041565E-01 a      1259     1    16     2    19
 -1.2353421174923118E-01 a      1260     1    16     2    20
  4.4946805290974123E-01 a      1261     1    17     2     1
 -2.9248558402957875E-01 a      1262     1    17     2     2
 -4.3163893467962145E-03 a      1263     1    17     2     3
  3.9494515074557668E-01 a      1264     1    17     2     4
  1.6835408413458244E-01 a      1265     1    17     2     5
  3.9962143073537182E-01 a      1266     1    17     2     6
  2.9631814396593364E-01 a      1267     1    17     2     7
  3.7487294294436996E-01 a      1268     1    17     2     8
  3.9899309266923605E-01 a      1269     1    17     2     9
 -1.5032661549327500E-01 a      1270     1    17     2    10
  3.4300415861746114E-01 a      1271     1    17     2    11
  4.5552269890489455E-01 a      1272     1    17     2    12
  1.2258359034173065E-01 a      1273     1    17     2    13
 -2.7966161582542365E-01 a      1274     1    17     2    14
  4.6533356560556427E-01 a      1275     1    17     2    15
  1.6249664177143616E-01 a      1276     1    17     2    16
  1.0530149076947457E+00 a      1277     1    17     2    17
  5.4278887795746378E-01 a      1278     1    17     2    18
  2.6710739882125772E-01 a      1279     1    17     2    19
  7.2049025180590254E-01 a      1280     1    17     2    20
  2.2908637964559841E-01 a      1281     1    18     2     1
 -5.3007916828802426E-01 a      1282     1    18     2     2
 -1.0275907951037284E-01 a      1283     1    18     2     3
  4.0201965619325059E-01 a      1284     1    18     2     4
  2.9165324021784805E-01 a      1285     1    18     2     5
  5.8357982568560762E-01 a      1286     1    18     2     6
  1.2474900044148755E-01 a      1287     1    18     2     7
  6.2312319086546109E-01 a      1288     1    18     2     8
 -9.6011680188916662E-02 a      1289     1    18     2     9
  1.8107066181636791E-01 a      1290     1    18     2    10
 -5.5297721576176448E-02 a      1291     1    18     2    11
  5.0229451700416664E-02 a      1292     1    18     2    12
  2.5963602892187027E-01 a      1293     1    18     2    13
  6.3455490274130644E-01 a      1294     1    18     2    14
 -6.2391843049907048E-01 a      1295     1    18     2    15
  2.1506647648332662E-02 a      1296     1    18     2    16
  2.7581540492542772E-01 a      1297     1    18     2    17
 -4.5987672376478511E-01 a      1298     1    18     2    18
  3.3193908891596624E-01 a      1299     1    18     2    19
 -2.5778835355135998E-01 a      1300     1    18     2    20
  8.7364370555687731E-01 a      1301     1    19     2     1
 -9.3592526000059340E-01 a      1302     1    19     2     2
 -6.5156547214469007E-02 a      1303     1    19     2     3
  3.9760881643811224E-01 a      1304     1    19     2     4
 -1.2895853705822308E-01 a      1305     1    19     2     5
  2.0676827679481768E-01 a      1306     1    19     2     6
 -2.8823455762566008E-01 a      1307     1    19     2     7
 -8.1421493770805287E-01 a      1308     1    19     2     8
  5.7043726828396046E-01 a      1309     1    19     2     9
  6.1282092656107368E-01 a      1310     1    19     2    10
 -2.6529883051009734E-01 a      1311     1    19     2    11
 -2.0417069084414777E-01 a      1312     1    19     2    12
  4.2230877535083013E-02 a      1313     1    19     2    13
  8.3403342292856986E-01 a      1314     1    19     2    14
  3.6858462054495394E-01 a      1315     1    19     2    15
 -6.5370026157193215E-02 a      1316     1    19     2    16
 -5.6839331635811993E-02 a      1317     1    19     2    17
 -6.6511872473037781E-01 a      1318     1    19     2    18
  5.3514370806255618E-01 a      1319     1    19     2    19
 -5.0854101842090893E-01 a      1320     1    19     2    20
  4.4143813605290427E-01 a      1321     1    20     2     1
 -7.2994835061629759E-01 a      1322     1    20     2     2
  1.7003536144011860E-01 a      1323     1    20     2     3
 -3.4366401882684244E-01 a      1324     1    20     2     4
 -4.7603458409493878E-02 a      1325     1    20     2     5
 -2.4525042841289763E-01 a      1326     1    20     2     6
 -3.1925427634836356E-01 a      1327     1    20     2     7
 -2.1884096372937334E-01 a      1328     1    20     2     8
 -8.6922155361085129E-01 a      1329     1    20     2     9
 -2.6073972697124581E-01 a      1330     1    20     2    10
 -2.1130442800046209E-01 a      1331     1    20     2    11
 -7.5569393347583491E-01 a      1332     1    20     2    12
 -5.2419627860193796E-01 a      1333     1    20     2    13
  1.0042893304544379E-01 a      1334     1    20     2    14
 -1.3814878425960558E-01 a      1335     1    20     2    15
  7.3748781806263278E-03 a      1336     1    20     2    16
  3.9962677495032928E-01 a      1337     1    20     2    17
  2.9343949432375172E-01 a      1338     1    20     2    18
  2.5079630195098612E-01 a      1339     1    20     2    19
 -1.0587169916358108E-01 a      1340     1    20     2    20
  4.5299133052169914E-03 b      1341     2     1
 -1.5402704150797369E-01 b      1342     2     2
  2.0055276416324008E-01 b      1343     2     3
 -5.9678218004640937E-01 b      1344     2     4
  3.9930157783230480E-01 b      1345     2     5
  1.4809111615668216E-02 b      1346     2     6
  6.2413403751654307E-02 b      1347     2     7
  2.2605905134301343E-02 b      1348     2     8
 -2.3917957767612549E-01 b      1349     2     9
  1.0167228448491360E-01 b      1350     2    10
 -7.2457998979680374E-02 b      1351     2    11
 -2.2986803649544768E-01 b      1352     2    12
  4.1698590342720010E-01 b      1353     2    13
  1.1645040356654107E-01 b      1354     2    14
  3.1676617133151716E-02 b      1355     2    15
 -6.0793971294816354E-02 b      1356     2    16
  9.1171162088007435E-02 b      1357     2    17
 -5.1490097512133870E-01 b      1358     2    18
 -1.5295531877662141E-01 b      1359     2    19
  4.3953142124619143E-01 b      1360     2    20
 -3.5082860026724427E-01 a      1361     2     1     3     1
 -4.5934735759651601E-01 a      1362     2     2     3     1
  4.0211289653625559E-01 a      1363     2     3     3     1
  1.0217345988926669E+00 a      1364     2     4     3     1
 -4.4967472564586292E-01 a      1365     2     5     3     1
 -4.7749728035680505E-01 a      1366     2     6     3     1
  7.4279787171036427E-01 a      1367     2     7     3     1
  6.0907628106858194E-02 a      1368     2     8     3     1
  7.0002799570398777E-01 a      1369     2     9     3     1
 -7.4895687036526060E-01 a      1370     2    10     3     1
 -5.1257027366669462E-02 a      1371     2    11     3     1
  2.3521291105070818E-01 a      1372     2    12     3     1
 -7.7242319575740126E-01 a      1373     2    13     3     1
  5.5667217295281846E-01 a      1374     2    14     3     1
 -3.2252442279808968E-01 a      1375     2    15     3     1
  1.2775456367561305E-01 a      1376     2    16     3     1
 -8.6684553518012442E-01 a      1377     2    17     3     1
  1.0498499168971236E+00 a      1378     2    18     3     1
  9.3359487948899444E-01 a      1379     2    19     3     1
 -1.0467115916455032E+00 a      1380     2    20     3     1
 -3.0332583444390548E-01 b      1381     3     1
